Order_ID,Order_Date,Ship_Date,Customer_ID,Region,Category,Sub_Category,Product_ID,Product_Name,Sales,Quantity,Discount,Profit,Inventory_Stock,Inventory_Turnover_Days,Season
ORD-1017,2023-02-20,2023-02-24,CUST-379,East,Office Supplies,Paper,PROD-3931,Paper 709,2699.04,7,0.2,269.9,154,47,Winter
ORD-1018,2023-05-26,2023-05-27,CUST-759,South,Office Supplies,Paper,PROD-8098,Paper 502,1565.77,9,0.1,313.15,102,12,Spring
ORD-1019,2023-05-26,2023-05-29,CUST-739,Central,Office Supplies,Art,PROD-3385,Art 971,1318.73,4,0.3,0.0,170,49,Spring
ORD-1020,2023-04-18,2023-04-20,CUST-863,South,Furniture,Bookcases,PROD-9815,Bookcases 671,1959.27,7,0.1,391.85,108,16,Spring
ORD-1021,2022-10-31,2022-11-06,CUST-198,Central,Furniture,Tables,PROD-3255,Tables 230,2261.0,5,0.2,226.1,18,114,Fall
ORD-1022,2023-09-20,2023-09-23,CUST-353,Central,Office Supplies,Binders,PROD-3557,Binders 572,97.58,1,0.1,19.52,113,93,Fall
ORD-1023,2022-12-04,2022-12-06,CUST-260,South,Technology,Phones,PROD-7944,Phones 497,1411.46,6,0.0,423.44,178,109,Winter
ORD-1024,2022-07-14,2022-07-15,CUST-474,West,Furniture,Bookcases,PROD-7893,Bookcases 769,280.42,1,0.2,28.04,124,95,Summer
ORD-1025,2022-12-31,2023-01-03,CUST-708,South,Office Supplies,Paper,PROD-8022,Paper 580,2729.56,6,0.2,272.96,30,39,Winter
ORD-1026,2023-10-21,2023-10-25,CUST-319,West,Furniture,Chairs,PROD-2069,Chairs 472,1166.72,3,0.3,0.0,26,53,Fall
ORD-1027,2022-02-06,2022-02-11,CUST-215,Central,Office Supplies,Art,PROD-1980,Art 260,285.33,1,0.2,28.53,108,69,Winter
ORD-1028,2023-07-20,2023-07-22,CUST-953,Central,Technology,Accessories,PROD-4009,Accessories 738,880.89,3,0.3,0.0,123,41,Summer
ORD-1029,2023-01-21,2023-01-23,CUST-138,East,Technology,Accessories,PROD-6801,Accessories 858,427.36,1,0.0,128.21,52,57,Winter
ORD-1030,2023-02-12,2023-02-17,CUST-875,South,Office Supplies,Art,PROD-9173,Art 499,1825.09,7,0.0,547.53,29,74,Winter
ORD-1031,2023-04-16,2023-04-20,CUST-764,West,Office Supplies,Art,PROD-1574,Art 289,130.22,2,0.2,13.02,95,60,Spring
ORD-1032,2022-11-10,2022-11-12,CUST-153,Central,Furniture,Tables,PROD-3491,Tables 712,840.72,6,0.1,168.14,79,24,Fall
ORD-1033,2023-07-26,2023-07-30,CUST-983,West,Furniture,Chairs,PROD-5142,Chairs 966,1197.44,5,0.1,239.49,118,105,Summer
ORD-1034,2023-01-05,2023-01-09,CUST-157,Central,Technology,Phones,PROD-9932,Phones 573,1205.07,3,0.2,120.51,28,101,Winter
ORD-1035,2022-05-07,2022-05-08,CUST-195,West,Furniture,Tables,PROD-6237,Tables 659,239.66,5,0.1,47.93,10,43,Spring
ORD-1036,2022-09-29,2022-10-04,CUST-346,Central,Furniture,Chairs,PROD-4147,Chairs 253,2347.89,7,0.0,704.37,31,102,Fall
ORD-1037,2022-03-27,2022-03-28,CUST-303,South,Technology,Phones,PROD-7617,Phones 531,325.98,5,0.1,65.2,199,78,Spring
ORD-1038,2023-09-04,2023-09-05,CUST-901,South,Furniture,Bookcases,PROD-8390,Bookcases 861,1056.41,5,0.1,211.28,78,109,Fall
ORD-1039,2023-08-31,2023-09-01,CUST-435,Central,Technology,Accessories,PROD-7303,Accessories 574,2689.38,8,0.3,0.0,25,33,Summer
ORD-1040,2023-01-15,2023-01-16,CUST-934,East,Office Supplies,Art,PROD-6536,Art 267,409.38,1,0.2,40.94,110,21,Winter
ORD-1041,2023-07-10,2023-07-15,CUST-948,West,Office Supplies,Art,PROD-9967,Art 704,77.4,2,0.1,15.48,44,96,Summer
ORD-1042,2023-08-25,2023-08-31,CUST-174,East,Office Supplies,Paper,PROD-8543,Paper 519,290.27,2,0.2,29.03,67,118,Summer
ORD-1043,2023-11-07,2023-11-09,CUST-647,West,Furniture,Chairs,PROD-6104,Chairs 195,1901.48,5,0.3,0.0,186,108,Fall
ORD-1044,2022-02-06,2022-02-10,CUST-897,East,Technology,Accessories,PROD-9787,Accessories 979,346.33,1,0.2,34.63,108,114,Winter
ORD-1045,2023-02-01,2023-02-04,CUST-175,East,Furniture,Tables,PROD-3502,Tables 895,620.45,3,0.3,0.0,198,114,Winter
ORD-1046,2023-01-19,2023-01-23,CUST-198,South,Office Supplies,Art,PROD-8192,Art 990,769.96,3,0.3,0.0,126,78,Winter
ORD-1047,2022-05-31,2022-06-01,CUST-497,Central,Furniture,Chairs,PROD-5729,Chairs 232,446.45,7,0.1,89.29,195,48,Spring
ORD-1048,2022-08-23,2022-08-26,CUST-591,East,Technology,Copiers,PROD-2542,Copiers 273,969.91,2,0.0,290.97,83,67,Summer
ORD-1049,2023-01-28,2023-01-30,CUST-747,South,Furniture,Tables,PROD-2365,Tables 599,118.09,2,0.0,35.43,175,92,Winter
ORD-1050,2022-11-23,2022-11-24,CUST-544,South,Furniture,Bookcases,PROD-6301,Bookcases 266,752.42,4,0.3,0.0,168,28,Fall
ORD-1051,2023-06-15,2023-06-21,CUST-759,South,Technology,Accessories,PROD-9647,Accessories 928,425.3,3,0.1,85.06,135,67,Summer
ORD-1052,2022-01-01,2022-01-04,CUST-216,West,Technology,Phones,PROD-3105,Phones 655,1799.44,9,0.0,539.83,162,65,Winter
ORD-1053,2022-05-29,2022-06-04,CUST-758,South,Furniture,Chairs,PROD-7190,Chairs 332,2483.12,5,0.0,744.94,173,108,Spring
ORD-1054,2022-05-23,2022-05-24,CUST-111,West,Furniture,Tables,PROD-6063,Tables 457,1772.62,5,0.2,177.26,153,96,Spring
ORD-1055,2022-12-14,2022-12-18,CUST-968,East,Furniture,Tables,PROD-5835,Tables 803,1516.87,8,0.1,303.37,37,101,Winter
ORD-1056,2022-05-25,2022-05-26,CUST-657,Central,Technology,Accessories,PROD-4324,Accessories 489,217.38,1,0.0,65.21,166,22,Spring
ORD-1057,2022-09-13,2022-09-18,CUST-104,Central,Office Supplies,Art,PROD-2015,Art 900,1986.81,9,0.3,0.0,39,118,Fall
ORD-1058,2022-05-26,2022-05-27,CUST-894,East,Office Supplies,Binders,PROD-5000,Binders 709,1898.99,5,0.0,569.7,95,68,Spring
ORD-1059,2023-05-26,2023-05-27,CUST-969,Central,Furniture,Bookcases,PROD-2460,Bookcases 122,235.3,5,0.1,47.06,104,14,Spring
ORD-1060,2023-11-08,2023-11-10,CUST-150,East,Furniture,Chairs,PROD-1716,Chairs 871,416.18,3,0.1,83.24,119,10,Fall
ORD-1061,2023-05-03,2023-05-05,CUST-217,Central,Office Supplies,Binders,PROD-5363,Binders 153,245.19,8,0.1,49.04,171,63,Spring
ORD-1062,2023-02-05,2023-02-10,CUST-521,South,Furniture,Tables,PROD-7881,Tables 905,1634.47,5,0.2,163.45,188,112,Winter
ORD-1063,2022-12-01,2022-12-04,CUST-434,South,Office Supplies,Paper,PROD-5637,Paper 858,1361.99,3,0.3,0.0,175,106,Winter
ORD-1064,2022-03-22,2022-03-27,CUST-607,South,Office Supplies,Art,PROD-5164,Art 645,961.95,4,0.0,288.59,83,26,Spring
ORD-1065,2023-03-26,2023-03-31,CUST-194,Central,Office Supplies,Binders,PROD-7031,Binders 619,833.66,3,0.2,83.37,192,89,Spring
ORD-1066,2022-07-14,2022-07-17,CUST-104,West,Furniture,Bookcases,PROD-5777,Bookcases 928,617.86,2,0.2,61.79,156,30,Summer
ORD-1067,2023-05-28,2023-06-02,CUST-177,West,Office Supplies,Binders,PROD-8240,Binders 893,1717.88,9,0.1,343.58,43,58,Spring
ORD-1068,2022-05-01,2022-05-07,CUST-436,West,Furniture,Bookcases,PROD-2276,Bookcases 791,3514.54,8,0.2,351.45,57,70,Spring
ORD-1069,2023-10-01,2023-10-07,CUST-625,Central,Technology,Copiers,PROD-6126,Copiers 102,1925.05,7,0.1,385.01,118,35,Fall
ORD-1070,2022-12-29,2023-01-02,CUST-291,East,Technology,Copiers,PROD-6750,Copiers 584,469.52,2,0.2,46.95,124,24,Winter
ORD-1071,2022-09-30,2022-10-06,CUST-493,Central,Office Supplies,Art,PROD-1232,Art 208,4027.08,9,0.3,0.0,34,77,Fall
ORD-1072,2022-08-16,2022-08-22,CUST-694,West,Office Supplies,Art,PROD-3472,Art 712,575.43,2,0.3,0.0,122,117,Summer
ORD-1073,2022-11-16,2022-11-18,CUST-536,West,Office Supplies,Paper,PROD-2733,Paper 681,2073.27,8,0.1,414.65,130,42,Fall
ORD-1074,2023-03-22,2023-03-28,CUST-139,East,Technology,Accessories,PROD-6342,Accessories 105,3603.58,8,0.2,360.36,140,40,Spring
ORD-1075,2022-01-04,2022-01-10,CUST-540,West,Office Supplies,Art,PROD-1846,Art 814,862.76,6,0.3,0.0,188,71,Winter
ORD-1076,2022-06-22,2022-06-26,CUST-823,East,Office Supplies,Art,PROD-5208,Art 239,548.9,5,0.1,109.78,77,28,Summer
ORD-1077,2022-03-31,2022-04-06,CUST-358,East,Technology,Phones,PROD-1009,Phones 360,1793.97,6,0.2,179.4,109,86,Spring
ORD-1078,2022-06-21,2022-06-23,CUST-428,East,Technology,Accessories,PROD-3824,Accessories 649,3269.92,8,0.0,980.98,72,110,Summer
ORD-1079,2023-08-29,2023-08-30,CUST-984,South,Technology,Copiers,PROD-4530,Copiers 236,2093.49,5,0.3,0.0,187,87,Summer
ORD-1080,2023-07-01,2023-07-02,CUST-939,Central,Office Supplies,Art,PROD-7413,Art 927,2930.93,8,0.3,0.0,73,102,Summer
ORD-1081,2023-12-26,2023-12-31,CUST-231,East,Office Supplies,Art,PROD-2065,Art 188,665.66,5,0.1,133.13,163,71,Winter
ORD-1082,2023-09-08,2023-09-14,CUST-242,East,Office Supplies,Art,PROD-3712,Art 244,958.71,3,0.0,287.61,32,72,Fall
ORD-1083,2023-05-18,2023-05-20,CUST-297,West,Furniture,Bookcases,PROD-2202,Bookcases 653,2275.53,5,0.2,227.55,48,60,Spring
ORD-1084,2023-10-31,2023-11-01,CUST-649,East,Technology,Copiers,PROD-2120,Copiers 510,1503.6,4,0.2,150.36,173,38,Fall
ORD-1085,2022-09-11,2022-09-15,CUST-964,West,Technology,Phones,PROD-7028,Phones 258,2176.5,6,0.0,652.95,132,83,Fall
ORD-1086,2022-08-04,2022-08-08,CUST-146,South,Technology,Phones,PROD-3891,Phones 784,2088.79,8,0.3,0.0,14,38,Summer
ORD-1087,2022-04-05,2022-04-08,CUST-168,South,Office Supplies,Art,PROD-7166,Art 914,874.33,3,0.1,174.87,52,36,Spring
ORD-1088,2022-12-29,2023-01-02,CUST-927,Central,Office Supplies,Paper,PROD-4531,Paper 455,2102.61,8,0.0,630.78,120,113,Winter
ORD-1089,2022-05-07,2022-05-09,CUST-128,West,Furniture,Chairs,PROD-4368,Chairs 825,296.62,1,0.1,59.32,146,60,Spring
ORD-1090,2023-09-05,2023-09-10,CUST-666,Central,Technology,Copiers,PROD-6031,Copiers 760,319.35,4,0.0,95.81,10,72,Fall
ORD-1091,2022-11-05,2022-11-06,CUST-674,South,Technology,Phones,PROD-1536,Phones 701,1592.56,4,0.1,318.51,178,44,Fall
ORD-1092,2023-01-21,2023-01-23,CUST-975,Central,Technology,Accessories,PROD-2205,Accessories 763,921.72,2,0.3,0.0,180,68,Winter
ORD-1093,2022-06-29,2022-07-05,CUST-761,West,Furniture,Bookcases,PROD-6588,Bookcases 148,2295.63,5,0.0,688.69,38,72,Summer
ORD-1094,2022-03-25,2022-03-26,CUST-459,East,Technology,Phones,PROD-5422,Phones 868,287.51,1,0.1,57.5,72,70,Spring
ORD-1095,2022-08-03,2022-08-06,CUST-404,East,Furniture,Tables,PROD-9477,Tables 243,3608.53,8,0.3,0.0,167,38,Summer
ORD-1096,2023-08-13,2023-08-16,CUST-777,Central,Technology,Accessories,PROD-5926,Accessories 743,543.41,2,0.3,0.0,122,103,Summer
ORD-1097,2022-02-24,2022-02-27,CUST-575,South,Furniture,Chairs,PROD-4462,Chairs 448,987.36,3,0.3,0.0,96,64,Winter
ORD-1098,2023-03-19,2023-03-24,CUST-708,South,Furniture,Chairs,PROD-4054,Chairs 363,559.78,8,0.2,55.98,76,60,Spring
ORD-1099,2022-04-06,2022-04-12,CUST-568,West,Office Supplies,Art,PROD-1822,Art 106,3258.3,8,0.3,0.0,174,63,Spring
ORD-1100,2023-11-04,2023-11-09,CUST-799,West,Office Supplies,Art,PROD-9705,Art 996,236.8,3,0.2,23.68,45,38,Fall
ORD-1101,2023-06-07,2023-06-09,CUST-360,East,Technology,Phones,PROD-2279,Phones 833,388.54,2,0.2,38.85,149,29,Summer
ORD-1102,2022-02-22,2022-02-26,CUST-692,West,Furniture,Tables,PROD-3679,Tables 158,1425.77,3,0.1,285.15,117,33,Winter
ORD-1103,2022-05-08,2022-05-09,CUST-336,East,Office Supplies,Art,PROD-8368,Art 857,61.57,2,0.1,12.31,18,49,Spring
ORD-1104,2023-05-09,2023-05-13,CUST-227,East,Office Supplies,Art,PROD-6475,Art 140,301.42,2,0.2,30.14,79,27,Spring
ORD-1105,2022-01-17,2022-01-22,CUST-441,East,Office Supplies,Paper,PROD-3074,Paper 924,2329.05,9,0.3,0.0,96,115,Winter
ORD-1106,2022-06-17,2022-06-19,CUST-575,West,Technology,Accessories,PROD-3681,Accessories 657,2315.26,9,0.1,463.05,182,26,Summer
ORD-1107,2022-12-29,2022-12-30,CUST-248,Central,Office Supplies,Paper,PROD-6415,Paper 110,190.09,3,0.2,19.01,35,38,Winter
ORD-1108,2022-08-15,2022-08-21,CUST-411,East,Furniture,Bookcases,PROD-8715,Bookcases 850,420.78,2,0.3,0.0,159,78,Summer
ORD-1109,2022-09-01,2022-09-04,CUST-600,East,Technology,Copiers,PROD-3343,Copiers 116,258.26,1,0.0,77.48,163,75,Fall
ORD-1110,2022-03-02,2022-03-05,CUST-597,East,Furniture,Chairs,PROD-5203,Chairs 271,1829.74,8,0.2,182.97,44,12,Spring
ORD-1111,2022-04-12,2022-04-14,CUST-116,West,Technology,Accessories,PROD-4640,Accessories 922,513.02,3,0.2,51.3,58,70,Spring
ORD-1112,2022-01-12,2022-01-18,CUST-826,East,Furniture,Bookcases,PROD-3421,Bookcases 809,3072.23,8,0.2,307.22,158,90,Winter
ORD-1113,2022-03-30,2022-04-03,CUST-115,Central,Furniture,Tables,PROD-9592,Tables 893,4258.34,9,0.2,425.83,41,19,Spring
ORD-1114,2022-09-07,2022-09-13,CUST-597,Central,Furniture,Tables,PROD-2500,Tables 693,1854.46,5,0.2,185.45,185,81,Fall
ORD-1115,2023-01-07,2023-01-10,CUST-258,South,Technology,Accessories,PROD-8138,Accessories 719,541.54,2,0.2,54.15,26,23,Winter
ORD-1116,2022-05-11,2022-05-16,CUST-626,South,Furniture,Tables,PROD-7640,Tables 615,1853.56,8,0.2,185.36,117,48,Spring
ORD-1117,2023-02-01,2023-02-03,CUST-410,Central,Furniture,Tables,PROD-4241,Tables 645,445.27,1,0.1,89.05,117,75,Winter
ORD-1118,2022-05-21,2022-05-23,CUST-576,West,Office Supplies,Art,PROD-9436,Art 847,160.84,3,0.1,32.17,38,71,Spring
ORD-1119,2023-01-12,2023-01-14,CUST-788,Central,Furniture,Bookcases,PROD-2165,Bookcases 475,1633.12,9,0.3,0.0,142,74,Winter
ORD-1120,2022-11-20,2022-11-22,CUST-684,Central,Office Supplies,Paper,PROD-9056,Paper 443,201.02,5,0.0,60.31,190,119,Fall
ORD-1121,2022-03-02,2022-03-07,CUST-110,West,Technology,Accessories,PROD-2868,Accessories 325,2949.11,6,0.2,294.91,55,97,Spring
ORD-1122,2023-07-18,2023-07-22,CUST-465,West,Furniture,Bookcases,PROD-8274,Bookcases 325,3780.09,8,0.2,378.01,63,118,Summer
ORD-1123,2023-05-21,2023-05-24,CUST-826,East,Furniture,Tables,PROD-2913,Tables 852,1504.48,8,0.0,451.34,63,56,Spring
ORD-1124,2023-05-05,2023-05-08,CUST-838,West,Furniture,Bookcases,PROD-5876,Bookcases 219,511.54,2,0.0,153.46,12,41,Spring
ORD-1125,2022-03-30,2022-03-31,CUST-422,Central,Furniture,Bookcases,PROD-2218,Bookcases 837,1193.77,4,0.1,238.75,20,114,Spring
ORD-1126,2023-04-08,2023-04-09,CUST-137,South,Office Supplies,Binders,PROD-6370,Binders 275,1864.51,5,0.1,372.9,133,88,Spring
ORD-1127,2023-03-30,2023-04-04,CUST-323,West,Office Supplies,Paper,PROD-3396,Paper 214,2479.54,5,0.1,495.91,49,54,Spring
ORD-1128,2023-07-22,2023-07-24,CUST-315,Central,Office Supplies,Art,PROD-3383,Art 267,2332.41,8,0.0,699.72,42,15,Summer
ORD-1129,2023-07-25,2023-07-26,CUST-799,Central,Furniture,Bookcases,PROD-1556,Bookcases 925,4197.99,9,0.3,0.0,164,47,Summer
ORD-1130,2022-01-31,2022-02-02,CUST-357,West,Furniture,Bookcases,PROD-9780,Bookcases 623,1884.42,5,0.2,188.44,91,109,Winter
ORD-1131,2022-08-12,2022-08-17,CUST-547,South,Technology,Accessories,PROD-2007,Accessories 425,288.73,1,0.3,0.0,107,69,Summer
ORD-1132,2023-03-31,2023-04-02,CUST-434,West,Technology,Accessories,PROD-6084,Accessories 377,4340.13,9,0.2,434.01,165,69,Spring
ORD-1133,2022-07-11,2022-07-12,CUST-219,Central,Office Supplies,Art,PROD-7353,Art 405,2160.69,6,0.1,432.14,31,99,Summer
ORD-1134,2022-10-12,2022-10-16,CUST-106,East,Office Supplies,Art,PROD-8813,Art 978,1323.34,4,0.3,0.0,134,85,Fall
ORD-1135,2023-04-04,2023-04-06,CUST-198,East,Technology,Copiers,PROD-1038,Copiers 370,1638.23,7,0.1,327.65,38,13,Spring
ORD-1136,2022-06-06,2022-06-09,CUST-558,Central,Technology,Phones,PROD-4778,Phones 948,1692.7,4,0.2,169.27,93,31,Summer
ORD-1137,2022-01-21,2022-01-26,CUST-669,South,Office Supplies,Binders,PROD-1933,Binders 626,843.38,4,0.0,253.01,140,10,Winter
ORD-1138,2022-06-12,2022-06-13,CUST-307,Central,Office Supplies,Binders,PROD-2607,Binders 159,3268.47,9,0.1,653.69,24,117,Summer
ORD-1139,2023-10-19,2023-10-24,CUST-298,Central,Office Supplies,Binders,PROD-1959,Binders 792,468.78,5,0.2,46.88,183,59,Fall
ORD-1140,2023-07-12,2023-07-13,CUST-620,West,Office Supplies,Art,PROD-8099,Art 930,560.62,7,0.3,0.0,93,109,Summer
ORD-1141,2023-05-16,2023-05-21,CUST-820,South,Office Supplies,Paper,PROD-9465,Paper 419,805.66,2,0.2,80.57,73,86,Spring
ORD-1142,2023-05-10,2023-05-16,CUST-878,West,Office Supplies,Paper,PROD-4762,Paper 187,3895.73,9,0.1,779.15,178,17,Spring
ORD-1143,2023-08-11,2023-08-12,CUST-341,South,Furniture,Chairs,PROD-9032,Chairs 101,1900.29,6,0.3,0.0,170,83,Summer
ORD-1144,2023-08-12,2023-08-16,CUST-785,West,Furniture,Chairs,PROD-4041,Chairs 205,1047.63,6,0.1,209.53,112,99,Summer
ORD-1145,2022-11-13,2022-11-16,CUST-515,East,Technology,Phones,PROD-9907,Phones 363,1832.96,6,0.0,549.89,112,104,Fall
ORD-1146,2022-03-25,2022-03-31,CUST-413,West,Office Supplies,Paper,PROD-9601,Paper 994,2360.36,7,0.3,0.0,141,15,Spring
ORD-1147,2023-12-01,2023-12-03,CUST-636,East,Technology,Copiers,PROD-2266,Copiers 221,97.94,2,0.2,9.79,21,22,Winter
ORD-1148,2022-12-22,2022-12-27,CUST-406,South,Technology,Copiers,PROD-4665,Copiers 822,3507.84,8,0.0,1052.35,192,41,Winter
ORD-1149,2022-12-18,2022-12-19,CUST-192,West,Office Supplies,Binders,PROD-7078,Binders 306,177.4,3,0.2,17.74,44,70,Winter
ORD-1150,2022-11-28,2022-11-29,CUST-904,South,Furniture,Bookcases,PROD-4453,Bookcases 631,1845.21,5,0.0,553.56,33,29,Fall
ORD-1151,2023-08-31,2023-09-01,CUST-517,South,Office Supplies,Binders,PROD-2394,Binders 285,136.44,4,0.1,27.29,75,88,Summer
ORD-1152,2022-09-25,2022-09-28,CUST-619,South,Office Supplies,Binders,PROD-7895,Binders 577,646.3,2,0.2,64.63,108,35,Fall
ORD-1153,2023-06-10,2023-06-16,CUST-652,West,Technology,Accessories,PROD-2525,Accessories 927,213.74,2,0.0,64.12,175,118,Summer
ORD-1154,2022-01-14,2022-01-15,CUST-127,West,Furniture,Bookcases,PROD-5356,Bookcases 548,1218.47,4,0.1,243.69,154,98,Winter
ORD-1155,2022-10-30,2022-11-02,CUST-943,West,Furniture,Bookcases,PROD-4432,Bookcases 356,696.52,3,0.3,0.0,102,19,Fall
ORD-1156,2023-05-28,2023-05-29,CUST-786,East,Furniture,Bookcases,PROD-4568,Bookcases 731,602.74,6,0.0,180.82,116,46,Spring
ORD-1157,2023-09-12,2023-09-15,CUST-381,East,Technology,Copiers,PROD-7262,Copiers 134,597.92,4,0.1,119.58,46,29,Fall
ORD-1158,2022-02-28,2022-03-05,CUST-375,East,Office Supplies,Binders,PROD-3289,Binders 315,263.47,1,0.1,52.69,21,115,Winter
ORD-1159,2022-05-06,2022-05-08,CUST-283,Central,Technology,Copiers,PROD-7570,Copiers 277,2941.0,9,0.0,882.3,48,104,Spring
ORD-1160,2022-05-31,2022-06-06,CUST-440,East,Technology,Accessories,PROD-7812,Accessories 451,1432.99,4,0.1,286.6,133,17,Spring
ORD-1161,2023-05-10,2023-05-16,CUST-513,West,Office Supplies,Binders,PROD-8705,Binders 747,675.17,2,0.2,67.52,180,83,Spring
ORD-1162,2023-08-11,2023-08-14,CUST-246,Central,Technology,Phones,PROD-4124,Phones 403,3214.76,8,0.3,0.0,42,10,Summer
ORD-1163,2023-08-25,2023-08-31,CUST-260,East,Furniture,Chairs,PROD-6208,Chairs 787,999.44,2,0.1,199.89,72,82,Summer
ORD-1164,2023-08-12,2023-08-13,CUST-118,West,Furniture,Chairs,PROD-4553,Chairs 693,1328.98,4,0.1,265.8,141,111,Summer
ORD-1165,2022-10-06,2022-10-09,CUST-754,East,Furniture,Chairs,PROD-5806,Chairs 242,77.7,1,0.1,15.54,98,94,Fall
ORD-1166,2023-08-28,2023-08-29,CUST-201,West,Furniture,Bookcases,PROD-8010,Bookcases 721,134.02,1,0.0,40.21,44,53,Summer
ORD-1167,2022-01-03,2022-01-08,CUST-253,East,Office Supplies,Paper,PROD-1011,Paper 232,2153.27,8,0.1,430.65,165,102,Winter
ORD-1168,2022-10-27,2022-10-31,CUST-120,Central,Office Supplies,Binders,PROD-5431,Binders 914,2871.63,7,0.1,574.33,117,52,Fall
ORD-1169,2023-12-16,2023-12-19,CUST-433,East,Furniture,Bookcases,PROD-1963,Bookcases 472,1874.12,4,0.1,374.82,28,43,Winter
ORD-1170,2023-10-31,2023-11-04,CUST-757,West,Office Supplies,Art,PROD-7787,Art 189,896.54,3,0.1,179.31,173,39,Fall
ORD-1171,2023-04-04,2023-04-08,CUST-544,West,Furniture,Tables,PROD-6047,Tables 135,1904.55,7,0.2,190.46,65,51,Spring
ORD-1172,2023-01-20,2023-01-24,CUST-986,West,Office Supplies,Art,PROD-8285,Art 376,2181.76,8,0.2,218.18,132,22,Winter
ORD-1173,2022-01-26,2022-01-27,CUST-251,South,Office Supplies,Binders,PROD-2072,Binders 253,1738.35,8,0.0,521.5,179,81,Winter
ORD-1174,2023-08-03,2023-08-05,CUST-956,West,Technology,Phones,PROD-6010,Phones 775,3318.84,8,0.3,0.0,176,83,Summer
ORD-1175,2023-03-15,2023-03-17,CUST-772,Central,Office Supplies,Binders,PROD-9853,Binders 531,503.23,5,0.2,50.32,117,107,Spring
ORD-1176,2023-02-23,2023-02-27,CUST-608,East,Furniture,Bookcases,PROD-8421,Bookcases 869,1976.9,7,0.1,395.38,87,86,Winter
ORD-1177,2023-08-20,2023-08-22,CUST-852,Central,Technology,Copiers,PROD-3349,Copiers 630,697.51,3,0.0,209.25,176,50,Summer
ORD-1178,2023-07-08,2023-07-13,CUST-172,South,Office Supplies,Paper,PROD-6472,Paper 990,244.46,4,0.0,73.34,173,12,Summer
ORD-1179,2023-12-09,2023-12-14,CUST-638,South,Office Supplies,Binders,PROD-8397,Binders 811,419.29,1,0.3,0.0,14,53,Winter
ORD-1180,2023-01-16,2023-01-18,CUST-713,East,Office Supplies,Art,PROD-4874,Art 453,334.07,3,0.1,66.81,181,11,Winter
ORD-1181,2022-04-26,2022-05-02,CUST-410,South,Technology,Accessories,PROD-3665,Accessories 545,1926.4,4,0.0,577.92,40,56,Spring
ORD-1182,2022-02-24,2022-02-28,CUST-641,East,Office Supplies,Binders,PROD-8446,Binders 447,164.41,1,0.3,0.0,12,25,Winter
